[ItemPickupLog] [2025-08-02T20:07:30.4084133] Picked up GameItem{name=Casket, id=2714, amount=197} at Position{x=3217, y=3234, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0234492] Picked up GameItem{name=Bones, id=526, amount=1} at Position{x=2680, y=3716, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0234492] Picked up GameItem{name=Raw sardine, id=327, amount=5} at Position{x=2680, y=3716, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0234492] Picked up GameItem{name=Monkfish, id=7946, amount=1} at Position{x=2680, y=3716, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0244487] Picked up GameItem{name=Bones, id=526, amount=1} at Position{x=2687, y=3722, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0254489] Picked up GameItem{name=Raw lobster, id=377, amount=1} at Position{x=2687, y=3722, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0254489] Picked up GameItem{name=Monkfish, id=7946, amount=1} at Position{x=2687, y=3722, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0254489] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2687, y=3722, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0284492] Picked up GameItem{name=Bones, id=526, amount=1} at Position{x=2678, y=3719, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0284492] Picked up GameItem{name=Raw lobster, id=377, amount=1} at Position{x=2678, y=3719, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0284492] Picked up GameItem{name=Nature rune, id=561, amount=63} at Position{x=2678, y=3719, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0294492] Picked up GameItem{name=Bones, id=526, amount=1} at Position{x=2681, y=3727, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0294492] Picked up GameItem{name=Air rune, id=556, amount=472} at Position{x=2681, y=3727, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:45:41.0294492] Picked up GameItem{name=Shark, id=385, amount=1} at Position{x=2681, y=3727, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:17.3558668] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:17.3558668] Picked up GameItem{name=Coins, id=995, amount=2,227} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:18.5451651] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:18.5451651] Picked up GameItem{name=Coins, id=995, amount=1,687} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:18.5471668] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:18.5471668] Picked up GameItem{name=Coins, id=995, amount=2,495} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:18.5501658] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:18.5511672] Picked up GameItem{name=Coins, id=995, amount=826} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:18.5511672] Picked up GameItem{name=Occult necklace, id=12002, amount=1} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:18.5511672] Picked up GameItem{name=Crystal key, id=989, amount=1} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:18.5531671] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:18.5541688] Picked up GameItem{name=Coins, id=995, amount=2,031} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:21.560024] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:21.560024] Picked up GameItem{name=Coins, id=995, amount=2,120} at Position{x=2281, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:21.5620206] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:21.5620206] Picked up GameItem{name=Coins, id=995, amount=878} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:24.5707162] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:24.5707162] Picked up GameItem{name=Coins, id=995, amount=936} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:24.5717169] Picked up GameItem{name=Resource box, id=30000, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.3902633] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.3902633] Picked up GameItem{name=Coins, id=995, amount=2,976} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.3942652] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.3942652] Picked up GameItem{name=Coins, id=995, amount=2,700} at Position{x=2283, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.396266] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.396266] Picked up GameItem{name=Coins, id=995, amount=2,297} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.3982662] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.3982662] Picked up GameItem{name=Coins, id=995, amount=3,137} at Position{x=2281, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.400267] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.400267] Picked up GameItem{name=Coins, id=995, amount=3,060} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.4022669] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.4022669] Picked up GameItem{name=Coins, id=995, amount=2,296} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.4042675] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2281, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:26.4042675] Picked up GameItem{name=Coins, id=995, amount=862} at Position{x=2281, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.19467] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.19467] Picked up GameItem{name=Coins, id=995, amount=1,272} at Position{x=2280, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.196671] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.196671] Picked up GameItem{name=Coins, id=995, amount=4,335} at Position{x=2282, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.1976704] Picked up GameItem{name=Seers ring (i), id=11770, amount=1} at Position{x=2282, y=4775, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.2006732] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.2006732] Picked up GameItem{name=Coins, id=995, amount=3,486} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.2006732] Picked up GameItem{name=Resource box, id=30000, amount=1} at Position{x=2282, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.2026725] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.2036723] Picked up GameItem{name=Coins, id=995, amount=4,287} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.2036723] Picked up GameItem{name=Occult necklace, id=12002, amount=1} at Position{x=2286, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.2056721] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.2056721] Picked up GameItem{name=Coins, id=995, amount=2,044} at Position{x=2285, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:28.2056721] Picked up GameItem{name=Armadyl crossbow, id=11785, amount=1} at Position{x=2285, y=4765, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:31.2089016] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:31.2089016] Picked up GameItem{name=Coins, id=995, amount=803} at Position{x=2282, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:31.2119] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:31.2119] Picked up GameItem{name=Coins, id=995, amount=4,634} at Position{x=2281, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6211921] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2287, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6211921] Picked up GameItem{name=Coins, id=995, amount=1,731} at Position{x=2287, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6221933] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6221933] Picked up GameItem{name=Coins, id=995, amount=4,724} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6241935] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6241935] Picked up GameItem{name=Coins, id=995, amount=3,285} at Position{x=2280, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6261927] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6261927] Picked up GameItem{name=Coins, id=995, amount=4,085} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.627193] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.627193] Picked up GameItem{name=Coins, id=995, amount=896} at Position{x=2282, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6301947] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6301947] Picked up GameItem{name=Coins, id=995, amount=2,980} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6321961] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.6321961] Picked up GameItem{name=Coins, id=995, amount=5,245} at Position{x=2282, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.633196] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:33.633196] Picked up GameItem{name=Coins, id=995, amount=3,090} at Position{x=2280, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:36.6311456] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:36.6311456] Picked up GameItem{name=Coins, id=995, amount=3,938} at Position{x=2283, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:37.8315112] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:37.8315112] Picked up GameItem{name=Coins, id=995, amount=1,469} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2498475] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2498475] Picked up GameItem{name=Coins, id=995, amount=2,962} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2518449] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2518449] Picked up GameItem{name=Coins, id=995, amount=935} at Position{x=2285, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2538472] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2538472] Picked up GameItem{name=Coins, id=995, amount=4,925} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2548477] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2548477] Picked up GameItem{name=Coins, id=995, amount=4,879} at Position{x=2282, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2568475] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2568475] Picked up GameItem{name=Coins, id=995, amount=1,295} at Position{x=2285, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2578494] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2287, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2578494] Picked up GameItem{name=Coins, id=995, amount=2,169} at Position{x=2287, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2598479] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2598479] Picked up GameItem{name=Coins, id=995, amount=791} at Position{x=2285, y=4768, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.260849] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.260849] Picked up GameItem{name=Coins, id=995, amount=2,471} at Position{x=2284, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.260849] Picked up GameItem{name=Small Coin Bag, id=10832, amount=1} at Position{x=2284, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2628482] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2288, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2628482] Picked up GameItem{name=Coins, id=995, amount=4,691} at Position{x=2288, y=4772, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.26485] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.26485] Picked up GameItem{name=Coins, id=995, amount=1,032} at Position{x=2282, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2658491] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2658491] Picked up GameItem{name=Coins, id=995, amount=4,290} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2678487] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2286, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2678487] Picked up GameItem{name=Coins, id=995, amount=4,433} at Position{x=2286, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2698501] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2698501] Picked up GameItem{name=Coins, id=995, amount=4,595} at Position{x=2285, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:40.2698501] Picked up GameItem{name=Anglerfish, id=13442, amount=14} at Position{x=2285, y=4774, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6576294] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2287, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6576294] Picked up GameItem{name=Coins, id=995, amount=807} at Position{x=2287, y=4769, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6596314] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6596314] Picked up GameItem{name=Coins, id=995, amount=4,968} at Position{x=2283, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6616326] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6616326] Picked up GameItem{name=Coins, id=995, amount=4,246} at Position{x=2283, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6636328] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6636328] Picked up GameItem{name=Coins, id=995, amount=4,533} at Position{x=2285, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6636328] Picked up GameItem{name=Guthan's armour set, id=12873, amount=1} at Position{x=2285, y=4771, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6656339] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6656339] Picked up GameItem{name=Coins, id=995, amount=5,216} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6676341] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6676341] Picked up GameItem{name=Coins, id=995, amount=3,618} at Position{x=2284, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6696353] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6696353] Picked up GameItem{name=Coins, id=995, amount=3,728} at Position{x=2283, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6716363] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2283, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6716363] Picked up GameItem{name=Coins, id=995, amount=1,770} at Position{x=2283, y=4773, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6726342] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:42.6726342] Picked up GameItem{name=Coins, id=995, amount=1,608} at Position{x=2280, y=4770, z=0}, owner mercy
[ItemPickupLog] [2025-08-09T16:53:46.874783] Picked up GameItem{name=Dragon bones, id=536, amount=1} at Position{x=2285, y=4771, z=0}, owner mercy
